"filename", "language", "JSON with Comments", "JavaScript", "Markdown", "JSON", "SQL", "XML", "JavaScript JSX", "Prisma", "CSS", "HTML", "comment", "blank", "total"
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/deleteFromCart/DeleteFromCart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 3, 19
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/detailll/Detalle.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 3, 11, 144
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/entregaRepartidor/CardsPedidos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 106, 0, 0, 0, 17, 5, 128
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/entregaRepartidor/EstadoPedidos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 101, 20, 195
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/entregaRepartidor/Modallisto.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 1, 9, 97
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/footer/Footer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 1, 6, 65
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/footer/LinkToogleAdminCatalog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 4, 34
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/footer/LoginOptions.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 7, 71
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/footer/WhatsappBubble.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 5, 35
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/formaters/FormResponsiveContainer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/formaters/RowResponsive.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/home/ButtonCTAOrderBlock.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/home/FullWidthHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 0, 5, 88
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/home/Stylebadges.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 10, 86
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/login/LoginForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 194, 0, 0, 0, 5, 13, 212
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/mi-cuenta/DetallePedidos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 3, 10, 143
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/mi-cuenta/MisDatos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 355, 0, 0, 0, 2, 23, 380
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/mi-cuenta/Pedidos.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 3, 17, 256
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/navbar/NavBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 150, 0, 0, 0, 0, 9, 159
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/register/ModalUserError.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/register/ModalUserExit.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 3, 49
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/components/register/UserFormRegister.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 372, 0, 0, 0, 6, 17, 395
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/context/AuthContext.js", "JavaScript", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/context/CarritoContext.js", "JavaScript", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 156
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/libs/prisma.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/libs/utils/currencyFormater.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/libs/utils/pedidosFormater.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 58
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/src/middleware.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 60
"/Users/davidmejia/HenryEtapaPractica/Vianda-app/tailwind.config.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 44
"Total", "-", 7, 3056, 21, 11335, 60, 14, 6875, 80, 16, 313, 476, 918, 23171
